uuid,text
c5eceeb3-6572-5324-bfc9-622e0f50a112,"BedeckTarget creature gets +3/-3 until end of turn. Instant   You can’t cast Bedazzle without a target nonbasic land and a target opponent or planeswalker. If one of the targets is illegal when Bedazzle tries to resolve, the other is still affected as appropriate. 2 red 2 black "
3657de8a-7747-507f-9552-733a08775bd6,"BedevilDestroy target artifact, creature, or planeswalker. Instant   1 red 2 black "
774db6fe-a204-577e-b5ab-2ebeb2006793,"BefuddleTarget creature gets -4/-0 until end of turn.
Draw a card. Instant   If the target creature is an illegal target by the time Befuddle tries to resolve, the spell doesn’t resolve. You won’t draw a card. 1 blue "
0749e7b2-e623-5d24-ae8a-f4d8eef2d4b9,"Belle of the BrawlMenace (This creature can't be blocked except by two or more creatures.)
Whenever Belle of the Brawl attacks, other Knights you control get +1/+0 until end of turn. Creature  Human Knight 1 black "
bd004275-634f-5f45-8ea0-1dd63f57f921,"Beloved PrincessLifelink
Beloved Princess can't be blocked by creatures with power 3 or greater. Creature  Human Noble Once a creature with power 2 or less has blocked this creature, changing the power of the blocking creature won’t cause this creature to become unblocked. 1 white "
35f81a81-17cf-5124-9e73-f80a5fe8f092,"Benthic Biomancer{1}{U}: Adapt 1. (If this creature has no +1/+1 counters on it, put a +1/+1 counter on it.)
Whenever one or more +1/+1 counters are put on Benthic Biomancer, draw a card, then discard a card. Creature  Merfolk Wizard Mutant An ability that triggers when counters are put on a permanent will trigger if that permanent somehow enters the battlefield with those counters. You draw a card and discard a card all while Benthic Biomancer’s triggered ability is resolving. Nothing can happen between the two, and no player may choose to take actions. You can always activate an ability that will cause a creature to adapt. As that ability resolves, if the creature has a +1/+1 counter on it for any reason, you simply won’t put any +1/+1 counters on it. If a creature somehow loses all of its +1/+1 counters, it can adapt again and get more +1/+1 counters. 1 blue "
62b38c61-1247-5d17-a691-8eaedbd398b8,"Bioessence HydraTrample
Bioessence Hydra enters the battlefield with a +1/+1 counter on it for each loyalty counter on planeswalkers you control.
Whenever one or more loyalty counters are put on planeswalkers you control, put that many +1/+1 counters on Bioessence Hydra. Creature  Hydra Mutant Abilities that trigger when counters are put on a permanent trigger when a permanent enters the battlefield with counters and when a player puts counters on a permanent. If Bioessence Hydra enters the battlefield at the same time as a planeswalker you control, the loyalty counters that planeswalker will receive won’t be counted to determine how many counters Bioessence Hydra enters the battlefield with, but they will cause its last ability to trigger. 1 green 1 blue "
aa491489-c86a-501d-910e-3dd4983c5e10,"Biogenic OozeWhen Biogenic Ooze enters the battlefield, create a 2/2 green Ooze creature token.
At the beginning of your end step, put a +1/+1 counter on each Ooze you control.
{1}{G}{G}{G}: Create a 2/2 green Ooze creature token. Creature  Ooze 2 green "
1e763d4f-1579-5e82-964e-a4125052a139,"Biogenic UpgradeDistribute three +1/+1 counters among one, two, or three target creatures, then double the number of +1/+1 counters on each of those creatures. Sorcery   You choose how many targets Biogenic Upgrade has and how the counters are distributed as you cast it. Each target must receive at least one counter. This means, for example, that you can’t target three creatures, assign them two, one, and zero counters. If some of the creatures are illegal targets as Biogenic Upgrade tries to resolve, the original distribution of counters still applies and the counters that would have been put on the illegal targets are lost. They won’t be put instead on a legal target. To double the number of +1/+1 counters on a permanent, put a number of +1/+1 counters on it equal to the number it already has. Other cards that interact with putting counters on it will interact with this effect accordingly. 2 green "
0a299b25-f477-5381-8c79-be2a82c9c66b,"Biomancer's FamiliarActivated abilities of creatures you control cost {2} less to activate. This effect can't reduce the amount of mana an ability costs to activate to less than one mana.
{T}: The next time target creature adapts this turn, it adapts as though it had no +1/+1 counters on it. Creature  Mutant Activated abilities contain a colon. They’re generally written “[Cost]: [Effect].” Some keyword abilities are activated abilities and will have colons in their reminder text. Triggered abilities (starting with “when,” “whenever,” or “at”) are unaffected by the cost reduction ability of Biomancer’s Familiar. Biomancer’s Familiar affects only abilities of creatures you control on the battlefield. The costs of activated abilities of creature cards that work in other zones (such as cycling) won’t be reduced. An ability that has only one generic mana and some amount of other mana symbols in its activation cost will have its cost reduced by {1}. The last ability of Biomancer’s Familiar doesn’t add or remove any counters. It just lets the creature adapt despite already having +1/+1 counters on it. 1 green 1 blue "
cc92be07-1f83-55ce-90c7-3cabd7fd7634,"Bishop of WingsWhenever an Angel enters the battlefield under your control, you gain 4 life.
Whenever an Angel you control dies, create a 1/1 white Spirit creature token with flying. Creature  Human Cleric If Bishop of Wings dies at the same time as one or more Angels you control, its last ability triggers for each of those Angels. If an effect (such as that of Arcane Adaptation) causes Bishop of Wings to be an Angel, its first ability triggers as it enters the battlefield and its last ability triggers as it dies. 2 white "
8ca39781-64ec-572c-a298-dc116460bd73,"Blacklance ParagonFlash
When Blacklance Paragon enters the battlefield, target Knight gains deathtouch and lifelink until end of turn. Creature  Human Knight Blacklance Paragon can be the target of its own triggered ability. 1 black "
5bafb6d6-40d9-559b-9593-f6728b71ea88,"Blade InstructorMentor (Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.) Creature  Human Soldier Mentor compares the power of the creature with mentor with that of the target creature at two different times: once as the triggered ability is put onto the stack, and once as the triggered ability resolves. If you wish to raise a creature’s power so its mentor ability can target a bigger creature, the last chance you have to do so is during the beginning of combat step. If the target creature’s power is no longer less than the attacking creature’s power as the ability resolves, mentor doesn’t add a +1/+1 counter. For example, if two 3/3 creatures with mentor attack and both mentor triggers target the same 2/2 creature, the first to resolve puts a +1/+1 counter on it and the second does nothing. If the creature with mentor leaves the battlefield with mentor on the stack, use its power as that creature last existed on the battlefield to determine whether the target creature has less power. 1 white "
72d2ac8b-e0d7-59fa-91be-044f057a5005,"Blade JugglerSpectacle {2}{B} (You may cast this spell for its spectacle cost rather than its mana cost if an opponent lost life this turn.)
When Blade Juggler enters the battlefield, it deals 1 damage to you and you draw a card. Creature  Human Rogue Damage dealt to a player causes that player to lose that much life. Spectacle doesn’t change when you can cast the card. For example, you can’t cast a sorcery with spectacle during an opponent’s turn unless another effect allows you to do so, even if that player has lost life this turn. To determine the total cost of a spell, start with the mana cost or alternative cost you’re paying (such as a spectacle cost), add any cost increases, then apply any cost reductions. The converted mana cost of the spell remains unchanged, no matter what the total cost to cast it was. A card’s spectacle cost is the same no matter how much life your opponents lost or how many opponents lost life. In a multiplayer game, if an opponent loses life and later that turn leaves the game, you can cast a spell for its spectacle cost. (If a player leaves the game during their turn, that turn continues without an active player.) 1 black "
1fab25e0-47a4-5b66-8dae-965ce5787e10,"BladebrandTarget creature gains deathtouch until end of turn. (Any amount of damage it deals to a creature is enough to destroy it.)
Draw a card. Instant   If the target creature is an illegal target by the time Bladebrand tries to resolve, the spell doesn’t resolve. You don’t draw a card. 1 black "
7bb708f7-f4ae-5584-9641-f9217e306c76,"Blast ZoneBlast Zone enters the battlefield with a charge counter on it.
{T}: Add {C}.
{X}{X}, {T}: Put X charge counters on Blast Zone.
{3}, {T}, Sacrifice Blast Zone: Destroy each nonland permanent with converted mana cost equal to the number of charge counters on Blast Zone. Land   An activation cost of {X}{X} means that you pay twice X. If you want X to be 3, you pay {6} to activate Blast Zone’s ability. Tokens that aren’t a copy of something else don’t have a mana cost. Anything without a mana cost normally has a converted mana cost of 0. If a permanent has {X} in its mana cost, X is considered to be 0. "
ba8d233c-e3b8-5847-a71d-8efa9fec268e,"Bleeding EdgeUp to one target creature gets -2/-2 until end of turn. Amass 2. (Put two +1/+1 counters on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.) Sorcery   You may cast Bleeding Edge without choosing a target creature. You’ll just amass 2. However, if you choose a target and that target become illegal before Bleeding Edge resolves, the spell won’t resolve and you won’t amass. Army is a new creature type. It’s possible to control a nontoken Army (perhaps a creature with the changeling ability) and, through combinations of other cards, it’s possible to control multiple Army tokens. When instructed to amass, you may put +1/+1 counters on any of your Army creatures, and you may choose a different one each time. If you don’t control an Army, the Zombie Army token that you create enters the battlefield as a 0/0 creature. Any abilities that trigger when a creature with a certain power enters the battlefield, such as that of Mentor of the Meek, will see the token enter as a 0/0 creature before it gets +1/+1 counters. 2 black "
8e17e94a-2d91-547c-bb5e-bc1c91ce8372,"Blight-Breath CatoblepasWhen Blight-Breath Catoblepas enters the battlefield, target creature an opponent controls gets -X/-X until end of turn, where X is your devotion to black. (Each {B} in the mana costs of permanents you control counts toward your devotion to black.) Creature  Beast The value of X is determined only as the triggered ability resolves. Once that happens, the value of X won’t change later in the turn even if your devotion to black changes. Colorless and generic mana symbols ({C}, {0}, {1}, {2}, {X}, and so on) in mana costs of permanents you control don’t count toward your devotion to any color. Mana symbols in the text boxes of permanents you control don’t count toward your devotion to any color. Hybrid mana symbols, monocolored hybrid mana symbols, and Phyrexian mana symbols do count toward your devotion to their color(s). If an activated ability or triggered ability has an effect that depends on your devotion to a color, you count the number of mana symbols of that color among the mana costs of permanents you control as the ability resolves. The permanent with that ability will be counted if it’s still on the battlefield at that time. If you put an Aura on an opponent’s permanent, you still control the Aura, and mana symbols in its mana cost count towards your devotion. 2 black "
9d3ce35c-2e42-5429-9266-a7463a169d0e,"BlightbeetleProtection from green (This creature can't be blocked, targeted, dealt damage, enchanted, or equipped by anything green.)
Creatures your opponents control can't have +1/+1 counters put on them. Creature  Insect Blightbeetle doesn’t remove any +1/+1 counters already on creatures your opponents control. Creatures your opponents control won’t receive +1/+1 counters as they enter the battlefield. If a replacement effect allows a player to modify or replace an event by putting +1/+1 counters on a creature affected by Blightbeetle, that player may apply that replacement effect, but they won’t get counters. If the original event is entirely replaced (such as by applying Vigor’s replacement effect), the entire original event simply doesn’t happen. If the cost of an ability or an additional cost of a spell requires putting +1/+1 counters on a creature affected by Blightbeetle, that cost can’t be paid. If a resolving spell or ability says that a player may put +1/+1 counters on that creature, that player can’t choose to do so. 1 black "
939f82d0-a55b-5622-b23e-aa734fc3019c,"BlindblastBlindblast deals 1 damage to target creature. That creature can't block this turn.
Draw a card. Instant   Casting Blindblast after a creature has blocked won’t remove the blocking creature from combat unless the damage Blindblast deals causes that creature to die. It won’t cause the creature it blocked to become unblocked even if the blocking creature does die. If the target creature is an illegal target by the time Blindblast tries to resolve, the spell doesn’t resolve. You won’t draw a card. 1 red "
6f11ad31-c4a3-58a4-8990-c87f09daf180,"Blood AspirantWhenever you sacrifice a permanent, put a +1/+1 counter on Blood Aspirant.
{1}{R}, {T}, Sacrifice a creature or enchantment: Blood Aspirant deals 1 damage to target creature. That creature can't block this turn. Creature  Satyr Berserker Blood Aspirant’s first ability is a triggered ability, not an activated ability. It doesn’t allow you to sacrifice a permanent whenever you want; rather, you need some other way of sacrificing permanents, such as its second ability. If you sacrifice a permanent as part of casting a spell or activating an ability, Blood Aspirant’s first ability will resolve before that spell or ability. Blood Aspirant can be sacrificed to pay for the cost of its own last ability. If the target creature is an illegal target by the time Blood Aspirant’s last ability tries to resolve, the ability won’t resolve. The creature can block as normal. If the target is legal but not dealt damage (most likely because of a prevention effect), it can’t block this turn. 1 red "
6641a2b9-6322-5cf7-9e7c-3c02ab866c23,"Blood BurglarAs long as it's your turn, Blood Burglar has lifelink. (Damage dealt by this creature also causes you to gain that much life.) Creature  Vampire Rogue 1 black "
72d5ea13-8a98-5c4a-b67f-fcf035956735,"Blood Crypt({T}: Add {B} or {R}.)
As Blood Crypt enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped. Land  Swamp Mountain Unlike most dual lands, this land has two basic land types. It’s not basic, so cards such as District Guide can’t find it, but it does have the appropriate land types for effects such as that of Drowned Catacomb (from the Ixalan set). If an effect puts this land onto the battlefield tapped, you may pay 2 life, but it still enters tapped. "
8ba5ee25-5582-5d31-a3ba-f1379222d744,"Blood OperativeLifelink
When Blood Operative enters the battlefield, you may exile target card from a graveyard.
Whenever you surveil, if Blood Operative is in your graveyard, you may pay 3 life. If you do, return Blood Operative to your hand. Creature  Vampire Assassin If you surveil and put Blood Operative into your graveyard as you do so, its ability triggers once you’ve finished surveilling. No player may take actions between the time you choose to pay 3 life and the time you return Blood Operative to your hand. An ability that triggers “whenever you surveil” triggers after you’re done surveilling, even if you have fewer cards in your library than the number of cards you’re instructed to surveil. It even triggers if you have no cards in your library. 2 black "
b9801607-087c-510b-9533-6c694c7c35f1,"Blood for BonesAs an additional cost to cast this spell, sacrifice a creature.
Return a creature card from your graveyard to the battlefield, then return another creature card from your graveyard to your hand. Sorcery   You must sacrifice exactly one creature to cast this spell; you can’t cast it without sacrificing a creature, and you can’t sacrifice additional creatures. Once you begin to cast Blood for Bones, no player may take actions until you’re done. Notably, opponents can’t try to remove the creature you wish to sacrifice. Blood for Bones doesn’t target the creature cards to return from your graveyard. This means that, while the spell is resolving, no player may take any actions between the time you choose the cards and return them. The creature sacrificed to cast Blood for Bones may be one of the cards chosen to be returned. Any abilities that trigger as the creature card is returned to the battlefield won’t resolve until after Blood for Bones is finished resolving. 1 black "
71c23cb5-e177-5b6e-9ac7-8b3bc66e5411,"Bloodfell CavesBloodfell Caves enters the battlefield tapped.
When Bloodfell Caves enters the battlefield, you gain 1 life.
{T}: Add {B} or {R}. Land   "
e2da35e9-54c4-5d6e-a3cf-9f34132483f2,"Bloodhaze WolverineWhenever you draw your second card each turn, Bloodhaze Wolverine gets +1/+1 and gains first strike until end of turn. Creature  Wolverine If Bloodhaze Wolverine gains first strike after first-strike combat damage has been dealt, it will just deal regular combat damage. 1 red "
12ef371d-7456-5926-ab7a-6f9a86503555,"Bloodmist InfiltratorWhenever Bloodmist Infiltrator attacks, you may sacrifice another creature. If you do, Bloodmist Infiltrator can't be blocked this turn. Creature  Vampire 1 black "
fbb81dda-9e41-5c2e-af98-eaecfb246528,"Bloodsoaked Altar{T}, Pay 2 life, Discard a card, Sacrifice a creature: Create a 5/5 black Demon creature token with flying. Activate this ability only any time you could cast a sorcery. Artifact   2 black "
6bfc96b3-e4a5-5d8f-85ae-9b19021869d3,"Bloodthirsty AerialistFlying
Whenever you gain life, put a +1/+1 counter on Bloodthirsty Aerialist. Creature  Vampire Rogue The ability of Bloodthirsty Aerialist triggers just once for each life-gaining event, whether it’s 1 life from Impassioned Orator or 4 life from Dawning Angel. If you gain an amount of life “for each” of something or “equal to the number” of something, that life is gained as one event and the ability of Bloodthirsty Aerialist triggers only once. If Bloodthirsty Aerialist is dealt lethal damage at the same time that you gain life, it won’t receive a counter from its ability in time to save it. Each creature with lifelink dealing combat damage causes a separate life-gaining event. For example, if two creatures you control with lifelink deal combat damage at the same time, Bloodthirsty Aerialist’s ability will trigger twice. However, if a single creature you control with lifelink deals combat damage to multiple creatures, players, and/or planeswalkers at the same time (perhaps because it has trample or was blocked by more than one creature), the ability will trigger only once. In a Two-Headed Giant game, life gained by your teammate won’t cause the ability to trigger, even though it caused your team’s life total to increase. 2 black "
7be4d1c5-8220-5738-9c5b-206b1478896c,"Bloom HulkWhen Bloom Hulk enters the battlefield, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.) Creature  Plant Elemental The War of the Spark set doesn’t include any ways for players to have counters, but some cards in other sets say that a player “gets” a counter of a certain kind. Notably, emblems aren’t counters. You can choose any permanent that has a counter, including ones controlled by opponents. You can’t choose cards in any zone other than the battlefield, even if they have counters on them. You don’t have to choose every permanent or player that has a counter, only the ones you want to add another counter to. Since “any number” includes zero, you don’t have to choose any permanents at all, and you don’t have to choose any players at all. Players can respond to the spell or ability whose effect includes proliferating. Once that spell or ability starts to resolve, however, and its controller chooses which permanents and players will get new counters, it’s too late for anyone to respond. If a spell or ability puts counters on a player or permanent and then instructs you to proliferate, choosing that player or permanent will give that player or permanent another of those counters. Putting loyalty counters on planeswalkers doesn’t cause their loyalty abilities to be activated. 1 green "
29704a0c-8000-52e1-8238-cf75485a288a,"Blossoming SandsBlossoming Sands enters the battlefield tapped.
When Blossoming Sands enters the battlefield, you gain 1 life.
{T}: Add {G} or {W}. Land   "
566b4017-c961-5bc5-a53d-887aae648e1d,Blow Your House DownUp to three target creatures can't block this turn. Destroy any of them that are Walls. Sorcery   1 red 
e7339c98-30aa-5aab-b946-907fed58883b,"Bog NaughtyFlying
{2}{B}, Sacrifice a Food: Target creature gets -3/-3 until end of turn. Creature  Faerie If an effect refers to a Food, it means any Food artifact, not just a Food artifact token. For example, you can sacrifice Gingerbrute to activate the last ability of Tempting Witch. 2 black "
88415bb9-e70a-59a1-abca-fc7e98a1739f,BogstomperCreature  Beast 2 black 
9b5eac30-8050-5fc6-880c-bd9b55e84198,"Bolas's CitadelYou may look at the top card of your library any time.
You may play the top card of your library. If you cast a spell this way, pay life equal to its converted mana cost rather than pay its mana cost.
{T}, Sacrifice ten nonland permanents: Each opponent loses 10 life. Artifact Legendary  Bolas’s Citadel lets you look at the top card of your library whenever you want (with one restriction—see below), even if you don’t have priority. This action doesn’t use the stack. Knowing what that card is becomes part of the information you have access to, just like you can look at the cards in your hand. If the top card of your library changes while you’re casting a spell, playing a land, or activating an ability, you can’t look at the new top card until you finish doing so. This means that if you cast the top card of your library, you can’t look at the next one until you’re done paying for that spell. You must follow the normal timing permissions and restrictions of the cards you play from your library. You can play a land card from the top of your library only if you have available land plays remaining. If a spell has {X} in its mana cost, you must choose 0 as the value of X when casting it without paying its mana cost. If you cast a spell for another cost “rather than pay its mana cost,” you can’t choose to cast it for any alternative costs. You can, however, pay additional costs. If the card has any mandatory additional costs, such as that of Spark Harvest, those must be paid to cast the card. Bolas’s Citadel may be one of the permanents you sacrifice to activate its last ability. In a Two-Headed Giant game, the last ability of Bolas’s Citadel causes the opposing team to lose 20 life. 3 black "
1fff9abd-8bb6-582f-96ff-a45801797bac,"Bolrac-Clan Crusher{T}, Remove a +1/+1 counter from a creature you control: Bolrac-Clan Crusher deals 2 damage to any target. Creature  Ogre Warrior You must remove exactly one +1/+1 counter from a creature you control to activate Bolrac-Clan Crusher’s ability; you can’t activate it without removing a +1/+1 counter, and you can’t remove additional counters. 1 green 1 red "
a4d0a860-10f8-5c85-93bc-812acd4494e9,"Bolt BendThis spell costs {3} less to cast if you control a creature with power 4 or greater.
Change the target of target spell or ability with a single target. Instant   The single target that the target spell or ability targets doesn’t have to be a creature you control with power 4 or greater. Once you announce that you’re casting Bolt Bend, no player may take actions until the spell has been paid for. Notably, opponents can’t try to change whether you control a creature with power 4 or greater. Once you’ve cast Bolt Bend, losing control of all creatures with power 4 or greater won’t affect the spell or cause you to pay more mana. You don’t choose the new target for the spell or ability until Bolt Bend resolves. You must change the target if possible. However, you can’t change the target to an illegal target. If there are no legal targets to choose from, the target isn’t changed. It doesn’t matter if the original target has somehow become illegal itself. If a spell or ability targets multiple things, you can’t target it with Bolt Bend, even if all but one of those targets have become illegal. If a spell or ability targets the same player or object multiple times, you can’t target it with Bolt Bend. 1 red "
e575062a-dcc4-5101-88be-0c246e15762f,Bond of DisciplineTap all creatures your opponents control. Creatures you control gain lifelink until end of turn. Sorcery   You can cast Bond of Discipline even if your opponents control no creatures or you control no creatures. The creatures that are on the battlefield will be affected as appropriate. 1 white 
1d9c7c31-6cd8-5002-93f0-c89b4471f088,"Bond of FlourishingLook at the top three cards of your library. You may reveal a permanent card from among them and put it into your hand. Put the rest on the bottom of your library in any order. You gain 3 life. Sorcery   A permanent card is an artifact, creature, enchantment, land, or planeswalker card. You gain 3 life even if you don’t reveal a permanent card from among the top three cards of your library. 1 green "
b8b0a7e4-cc2d-5ba4-b3f6-4543b6dc3840,"Bond of InsightEach player puts the top four cards of their library into their graveyard. Return up to two instant and/or sorcery cards from your graveyard to your hand. Exile Bond of Insight. Sorcery   Bond of Insight doesn’t target the cards to return to your hand. You choose which cards to return as it resolves. You can choose up to two cards in your graveyard at that time, including ones just put into your graveyard by Bond of Insight. You can return two instant cards, two sorcery cards, one of each, just one instant or sorcery card, or none at all. 1 blue "
f0e5fcf4-2bb6-57f2-a32f-b46ffa5559ce,"Bond of PassionGain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. Bond of Passion deals 2 damage to any other target. Sorcery   If either target becomes illegal after Bond of Passion is cast but before it resolves, the other is still affected as appropriate. In some rare cases, gaining control of the target creature may cause the second target to become illegal. As long as the second target is a legal target as Bond of Passion begins to resolve (before the target creature changes control) it will attempt to deal damage to the second target. 2 red "
31721c59-6a0a-5225-b464-5eafd3418501,Bond of RevivalReturn target creature card from your graveyard to the battlefield. It gains haste until your next turn. Sorcery   1 black 
c5797b7e-bad4-5502-86ff-2b85add852a8,"Bone SplintersAs an additional cost to cast this spell, sacrifice a creature.
Destroy target creature. Sorcery   You must sacrifice exactly one creature to cast this spell; you can’t cast it without sacrificing a creature, and you can’t sacrifice additional creatures. Once you begin to cast Bone Splinters, no player may take actions until you’re done. Notably, opponents can’t try to remove the creature you wish to sacrifice. 1 black "
2dfe2299-74b8-595b-8407-3ce583e6a664,"Bone to AshCounter target creature spell.
Draw a card. Instant   A creature spell that can’t be countered is a legal target for Bone to Ash. The creature spell won’t be countered when Bone to Ash resolves, but you’ll still draw a card. 2 blue "
485ce9d9-f8f0-5372-b4fd-987ef48911c5,"Boneclad NecromancerWhen Boneclad Necromancer enters the battlefield, you may exile target creature card from a graveyard. If you do, create a 2/2 black Zombie creature token. Creature  Human Wizard 2 black "
e22e7ed0-661b-55fe-92a8-caae831eb0bd,"Bonecrusher GiantWhenever Bonecrusher Giant becomes the target of a spell, Bonecrusher Giant deals 2 damage to that spell's controller. Creature  Giant Bonecrusher Giant’s ability resolves before the spell that caused it to trigger. It resolves even if that spell is countered. If a spell targets Bonecrusher Giant more than once, its ability triggers only once. An adventurer card is a creature card in every zone except the stack, as well as while on the stack if not cast as an Adventure. Ignore its alternative characteristics in those cases. For example, while it’s in your graveyard, Giant Killer is a white creature card whose converted mana cost is 1. It can’t be the target of the triggered ability of Mystic Sanctuary. When casting a spell as an Adventure, use the alternative characteristics and ignore all of the card’s normal characteristics. The spell’s color, mana cost, converted mana cost, and so on are determined by only those alternative characteristics. If the spell leaves the stack, it immediately resumes using its normal characteristics. If you cast an adventurer card as an Adventure, use only its alternative characteristics to determine whether it’s legal to cast that spell. For example, if Giant Killer is exiled with the last ability of Vivien, Champion of the Wilds, you can’t cast it as Chop Down. If a spell is cast as an Adventure, its controller exiles it instead of putting it into its owner’s graveyard as it resolves. For as long as it remains exiled, that player may cast it as a creature spell. If an Adventure spell leaves the stack in any way other than resolving (most likely by being countered or by failing to resolve because its targets have all become illegal), that card won’t be exiled and the spell’s controller won’t be able to cast it as a creature later. If an adventurer card ends up in exile for any other reason than by exiling itself while resolving, it won’t give you permission to cast it as a creature spell. You must still follow any timing restrictions and permissions for the creature spell you cast from exile. Normally, you’ll be able to cast it only during your main phase while the stack is empty. If an effect copies an Adventure spell, that copy is exiled as it resolves. It ceases to exist as a state-based action; it’s not possible to cast the copy as a creature. If an object becomes a copy of an object that has an Adventure, the copy also has an Adventure. If it changes zones, it will either cease to exist (if it’s a token) or cease to be a copy (if it’s a nontoken permanent), and so you won’t be able to cast it as an Adventure. If an effect instructs you to choose a card name, you may choose the alternative Adventure name. Consider only the alternative characteristics to determine whether that is an appropriate name to choose. Casting a card as an Adventure isn’t casting it for an alternative cost. Effects that allow you to cast a spell for an alternative cost or without paying its mana cost may allow you to apply those to the Adventure. Stomp only stops damage from being prevented by effects that specifically use the word “prevent.” Protection prevents damage, so protection will be unable to prevent damage after Stomp has resolved. However, this won’t allow a spell or ability to target illegally, even if that spell or ability would cause damage to be dealt. If the chosen target is an illegal target by the time Stomp tries to resolve, the spell won’t resolve. Damage can be prevented as usual. 1 red "
8fa9b57d-f8c1-5044-b35d-1e7daa32bcf7,"Book DevourerTrample
Whenever Book Devourer deals combat damage to a player, you may discard all the cards in your hand. If you do, draw that many cards. Creature  Beast 1 red "
e1ec649b-c3e4-59ca-a9ed-8884e8ee8480,"Boreal ElementalFlying
Spells your opponents cast that target Boreal Elemental cost {2} more to cast. Creature  Elemental To determine the total cost of a spell, start with the mana cost or alternative cost you’re paying, add any cost increases (such as that of Boreal Elemental), then apply any cost reductions. The converted mana cost of the spell remains unchanged, no matter what the total cost to cast it was. An opponent’s spell that targets Boreal Elemental more than once costs only {2} more to cast. 1 blue "
6f4ebb62-9132-5a14-914b-265f4e9984ac,"Boros ChallengerMentor (Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.)
{2}{R}{W}: Boros Challenger gets +1/+1 until end of turn. Creature  Human Soldier Mentor compares the power of the creature with mentor with that of the target creature at two different times: once as the triggered ability is put onto the stack, and once as the triggered ability resolves. If you wish to raise a creature’s power so its mentor ability can target a bigger creature, the last chance you have to do so is during the beginning of combat step. If the target creature’s power is no longer less than the attacking creature’s power as the ability resolves, mentor doesn’t add a +1/+1 counter. For example, if two 3/3 creatures with mentor attack and both mentor triggers target the same 2/2 creature, the first to resolve puts a +1/+1 counter on it and the second does nothing. If the creature with mentor leaves the battlefield with mentor on the stack, use its power as that creature last existed on the battlefield to determine whether the target creature has less power. 1 white 1 red "
e175df8f-2dba-5be4-b8fe-d0ee510c5d17,"Boros GuildgateBoros Guildgate enters the battlefield tapped.
{T}: Add {R} or {W}. Land  Gate The subtype Gate has no special rules significance, but other spells and abilities may refer to it. Gate is not a basic land type. "
2b789b45-b592-5dc7-abdf-870adef34040,"Boros Locket{T}: Add {R} or {W}.
{R/W}{R/W}{R/W}{R/W}, {T}, Sacrifice Boros Locket: Draw two cards. Artifact   "
d6d0f308-2e8d-5e5d-811d-27ad9e95411a,"Boulder RushTarget creature gets +2/+0 until end of turn. (Then exile this card. You may cast the creature later from exile.) Instant  Adventure An adventurer card is a creature card in every zone except the stack, as well as while on the stack if not cast as an Adventure. Ignore its alternative characteristics in those cases. For example, while it’s in your graveyard, Giant Killer is a white creature card whose converted mana cost is 1. It can’t be the target of the triggered ability of Mystic Sanctuary. When casting a spell as an Adventure, use the alternative characteristics and ignore all of the card’s normal characteristics. The spell’s color, mana cost, converted mana cost, and so on are determined by only those alternative characteristics. If the spell leaves the stack, it immediately resumes using its normal characteristics. If you cast an adventurer card as an Adventure, use only its alternative characteristics to determine whether it’s legal to cast that spell. For example, if Giant Killer is exiled with the last ability of Vivien, Champion of the Wilds, you can’t cast it as Chop Down. If a spell is cast as an Adventure, its controller exiles it instead of putting it into its owner’s graveyard as it resolves. For as long as it remains exiled, that player may cast it as a creature spell. If an Adventure spell leaves the stack in any way other than resolving (most likely by being countered or by failing to resolve because its targets have all become illegal), that card won’t be exiled and the spell’s controller won’t be able to cast it as a creature later. If an adventurer card ends up in exile for any other reason than by exiling itself while resolving, it won’t give you permission to cast it as a creature spell. You must still follow any timing restrictions and permissions for the creature spell you cast from exile. Normally, you’ll be able to cast it only during your main phase while the stack is empty. If an effect copies an Adventure spell, that copy is exiled as it resolves. It ceases to exist as a state-based action; it’s not possible to cast the copy as a creature. If an object becomes a copy of an object that has an Adventure, the copy also has an Adventure. If it changes zones, it will either cease to exist (if it’s a token) or cease to be a copy (if it’s a nontoken permanent), and so you won’t be able to cast it as an Adventure. If an effect instructs you to choose a card name, you may choose the alternative Adventure name. Consider only the alternative characteristics to determine whether that is an appropriate name to choose. Casting a card as an Adventure isn’t casting it for an alternative cost. Effects that allow you to cast a spell for an alternative cost or without paying its mana cost may allow you to apply those to the Adventure. 1 red "
846648fb-e51b-5a9e-a872-c1ebd04f9d1c,"Bounty AgentVigilance
{T}, Sacrifice Bounty Agent: Destroy target legendary permanent that's an artifact, creature, or enchantment. Creature  Human Soldier 1 white "
1c55f17b-6b45-557f-b502-8cd1ee473605,"Bounty of MightTarget creature gets +3/+3 until end of turn.
Target creature gets +3/+3 until end of turn.
Target creature gets +3/+3 until end of turn. Instant   You may choose the same creature as a target multiple times since Bounty of Might says “target creature” multiple times. You may give three different creatures +3/+3 each, one creature +6/+6 and another creature +3/+3, or a single creature +9/+9. 2 green "
